datetime,value,Predicted,series_id
2020-12-29 22:00:00,0.5832166670000001,0.5832166670000001,use [kW]
2020-12-29 22:01:00,0.547283333,0.547283333,use [kW]
2020-12-29 22:02:00,0.549316667,0.549316667,use [kW]
2020-12-29 22:03:00,0.550633333,0.550633333,use [kW]
2020-12-29 22:04:00,0.552716667,0.552716667,use [kW]
2020-12-29 22:05:00,0.555133333,0.555133333,use [kW]
2020-12-29 22:06:00,0.5556,0.5556,use [kW]
2020-12-29 22:07:00,0.6616333329999999,0.6616333329999999,use [kW]
2020-12-29 22:08:00,0.7965,0.7965,use [kW]
2020-12-29 22:09:00,1.154166667,1.154166667,use [kW]
2020-12-29 22:10:00,1.163983333,1.163983333,use [kW]
2020-12-29 22:11:00,1.5105166669999999,1.5105166669999999,use [kW]
2020-12-29 22:12:00,1.4712666669999999,1.4712666669999999,use [kW]
2020-12-29 22:13:00,1.184783333,1.184783333,use [kW]
2020-12-29 22:14:00,0.8239833329999999,0.8239833329999999,use [kW]
2020-12-29 22:15:00,0.6998833329999999,0.6998833329999999,use [kW]
2020-12-29 22:16:00,0.41195,0.41195,use [kW]
2020-12-29 22:17:00,0.410233333,0.410233333,use [kW]
2020-12-29 22:18:00,0.44536666700000005,0.44536666700000005,use [kW]
2020-12-29 22:19:00,0.44518333299999996,0.44518333299999996,use [kW]
2020-12-29 22:20:00,0.44668333299999996,0.44668333299999996,use [kW]
2020-12-29 22:21:00,0.540366667,0.540366667,use [kW]
2020-12-29 22:22:00,0.870416667,0.870416667,use [kW]
2020-12-29 22:23:00,1.094283333,1.094283333,use [kW]
2020-12-29 22:24:00,1.103366667,1.103366667,use [kW]
2020-12-29 22:25:00,1.10635,1.10635,use [kW]
2020-12-29 22:26:00,1.088883333,1.088883333,use [kW]
2020-12-29 22:27:00,1.031016667,1.031016667,use [kW]
2020-12-29 22:28:00,0.9150666670000001,0.9150666670000001,use [kW]
2020-12-29 22:29:00,0.54795,0.54795,use [kW]
2020-12-29 22:30:00,0.95605,0.95605,use [kW]
2020-12-29 22:31:00,0.9651,0.9651,use [kW]
2020-12-29 22:32:00,0.9401666670000001,0.9401666670000001,use [kW]
2020-12-29 22:33:00,0.921383333,0.921383333,use [kW]
2020-12-29 22:34:00,0.578616667,0.578616667,use [kW]
2020-12-29 22:35:00,0.499716667,0.499716667,use [kW]
2020-12-29 22:36:00,0.49691666700000003,0.49691666700000003,use [kW]
2020-12-29 22:37:00,0.531666667,0.531666667,use [kW]
2020-12-29 22:38:00,0.6175666670000001,0.6175666670000001,use [kW]
2020-12-29 22:39:00,1.12555,1.12555,use [kW]
2020-12-29 22:40:00,1.172516667,1.172516667,use [kW]
2020-12-29 22:41:00,1.187633333,1.187633333,use [kW]
2020-12-29 22:42:00,1.102616667,1.102616667,use [kW]
2020-12-29 22:43:00,1.004816667,1.004816667,use [kW]
2020-12-29 22:44:00,0.41565,0.41565,use [kW]
2020-12-29 22:45:00,0.414966667,0.414966667,use [kW]
2020-12-29 22:46:00,0.41515,0.41515,use [kW]
2020-12-29 22:47:00,0.49005,0.49005,use [kW]
2020-12-29 22:48:00,0.558716667,0.558716667,use [kW]
2020-12-29 22:49:00,0.8807166670000001,0.8807166670000001,use [kW]
2020-12-29 22:50:00,0.8781,0.8781,use [kW]
2020-12-29 22:51:00,0.9271,0.9271,use [kW]
2020-12-29 22:52:00,0.9569,0.9569,use [kW]
2020-12-29 22:53:00,1.25715,1.25715,use [kW]
2020-12-29 22:54:00,1.116083333,1.116083333,use [kW]
2020-12-29 22:55:00,1.288466667,1.288466667,use [kW]
2020-12-29 22:56:00,1.262433333,1.262433333,use [kW]
2020-12-29 22:57:00,1.21465,1.21465,use [kW]
2020-12-29 22:58:00,1.220233333,1.220233333,use [kW]
2020-12-29 22:59:00,0.7323,0.7323,use [kW]
2020-12-29 23:00:00,0.61115,0.61115,use [kW]
2020-12-29 23:01:00,0.6102,0.6102,use [kW]
2020-12-29 23:02:00,0.6049,0.6049,use [kW]
2020-12-29 23:03:00,0.580483333,0.580483333,use [kW]
2020-12-29 23:04:00,0.5995166670000001,0.5995166670000001,use [kW]
2020-12-29 23:05:00,0.6005166670000001,0.6005166670000001,use [kW]
2020-12-29 23:06:00,0.5972833329999999,0.5972833329999999,use [kW]
2020-12-29 23:07:00,0.600933333,0.600933333,use [kW]
2020-12-29 23:08:00,0.70365,0.70365,use [kW]
2020-12-29 23:09:00,1.13895,1.13895,use [kW]
2020-12-29 23:10:00,1.7250666669999999,1.7250666669999999,use [kW]
2020-12-29 23:11:00,1.712766667,1.712766667,use [kW]
2020-12-29 23:12:00,1.6506,1.6506,use [kW]
2020-12-29 23:13:00,1.501416667,1.501416667,use [kW]
2020-12-29 23:14:00,1.157533333,1.157533333,use [kW]
2020-12-29 23:15:00,0.682483333,0.682483333,use [kW]
2020-12-29 23:16:00,0.45475,0.45475,use [kW]
2020-12-29 23:17:00,0.411733333,0.411733333,use [kW]
2020-12-29 23:18:00,0.41235,0.41235,use [kW]
2020-12-29 23:19:00,0.411783333,0.411783333,use [kW]
2020-12-29 23:20:00,0.41345,0.41345,use [kW]
2020-12-29 23:21:00,0.41376666700000003,0.41376666700000003,use [kW]
2020-12-29 23:22:00,0.41333333299999997,0.41333333299999997,use [kW]
2020-12-29 23:23:00,0.453033333,0.453033333,use [kW]
2020-12-29 23:24:00,0.5481166670000001,0.5481166670000001,use [kW]
2020-12-29 23:25:00,1.163216667,1.163216667,use [kW]
2020-12-29 23:26:00,1.4371,1.4371,use [kW]
2020-12-29 23:27:00,1.5736,1.5736,use [kW]
2020-12-29 23:28:00,1.4820666669999998,1.4820666669999998,use [kW]
2020-12-29 23:29:00,1.3673,1.3673,use [kW]
2020-12-29 23:30:00,0.6299,0.6299,use [kW]
2020-12-29 23:31:00,0.413133333,0.413133333,use [kW]
2020-12-29 23:32:00,0.412866667,0.412866667,use [kW]
2020-12-29 23:33:00,0.41093333299999996,0.41093333299999996,use [kW]
2020-12-29 23:34:00,0.41205,0.41205,use [kW]
2020-12-29 23:35:00,0.413583333,0.413583333,use [kW]
2020-12-29 23:36:00,0.4139,0.4139,use [kW]
2020-12-29 23:37:00,0.41098333299999995,0.41098333299999995,use [kW]
2020-12-29 23:38:00,0.4118,0.4118,use [kW]
2020-12-29 23:39:00,0.41085,0.41085,use [kW]
2020-12-29 23:40:00,0.413016667,0.413016667,use [kW]
2020-12-29 23:41:00,0.41326666700000003,0.41326666700000003,use [kW]
2020-12-29 23:42:00,0.45396666700000005,0.45396666700000005,use [kW]
2020-12-29 23:43:00,0.48700000000000004,0.48700000000000004,use [kW]
2020-12-29 23:44:00,0.83235,0.83235,use [kW]
2020-12-29 23:45:00,0.8775,0.8775,use [kW]
2020-12-29 23:46:00,0.86565,0.86565,use [kW]
2020-12-29 23:47:00,0.826766667,0.826766667,use [kW]
2020-12-29 23:48:00,0.62715,0.62715,use [kW]
2020-12-29 23:49:00,0.410466667,0.410466667,use [kW]
2020-12-29 23:50:00,0.412633333,0.412633333,use [kW]
2020-12-29 23:51:00,0.537166667,0.537166667,use [kW]
2020-12-29 23:52:00,0.81965,0.81965,use [kW]
2020-12-29 23:53:00,1.07865,1.07865,use [kW]
2020-12-29 23:54:00,1.056583333,1.056583333,use [kW]
2020-12-29 23:55:00,0.9840000000000001,0.9840000000000001,use [kW]
2020-12-29 23:56:00,0.826283333,0.826283333,use [kW]
2020-12-29 23:57:00,0.47135,0.47135,use [kW]
2020-12-29 23:58:00,0.6356666670000001,0.6356666670000001,use [kW]
2020-12-29 23:59:00,0.6151833329999999,0.6151833329999999,use [kW]
2020-12-30 00:00:00,0.732033333,0.732033333,use [kW]
2020-12-30 00:01:00,1.8796166669999999,1.8796166669999999,use [kW]
2020-12-30 00:02:00,2.6609,2.6609,use [kW]
2020-12-30 00:03:00,1.28305,1.28305,use [kW]
2020-12-30 00:04:00,1.3844666669999999,1.3844666669999999,use [kW]
2020-12-30 00:05:00,1.310733333,1.310733333,use [kW]
2020-12-30 00:06:00,0.966866667,0.966866667,use [kW]
2020-12-30 00:07:00,0.9307833329999999,0.9307833329999999,use [kW]
2020-12-30 00:08:00,0.877816667,0.877816667,use [kW]
2020-12-30 00:09:00,0.8785166670000001,0.8785166670000001,use [kW]
2020-12-30 00:10:00,0.878883333,0.878883333,use [kW]
2020-12-30 00:11:00,0.8777666670000001,0.8777666670000001,use [kW]
2020-12-30 00:12:00,0.8302,0.8302,use [kW]
2020-12-30 00:13:00,0.854033333,0.854033333,use [kW]
2020-12-30 00:14:00,0.86495,0.86495,use [kW]
2020-12-30 00:15:00,0.939516667,0.939516667,use [kW]
2020-12-30 00:16:00,1.002983333,1.002983333,use [kW]
